player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
142962,/player/142962/enrique-bologna/240002,24.0,2.0,2023-09-22,E. Bologna,Enrique Alberto Bologna Gómez,GK,71,71,210000.0,5000.0,41,1982-02-13,189,87,111710.0,Defensa y Justicia,353.0,Liga Profesional,1.0,GK,23.0,,2023-01-19,2023.0,52,Argentina,,,,Right,1,1,1,Medium/Medium,Normal (185+),No,315000.0,,Far Throw,,,,,,,21,13,10,34,10,22,16,18,21,32,44,40,43,68,47,53,66,33,73,15,25,17,15,52,25,64.0,12,22,17,73,66,71,70,73,42.0,31+2,31+2,31+2,31,32,32,32,31,33+2,33+2,33+2,32+2,32+2,32+2,32+2,32+2,29+2,30+2,30+2,30+2,29+2,28+2,29+2,29+2,29+2,28+2,70+1
143121,/player/143121/jose-sosa/240002,24.0,2.0,2023-09-22,J. Sosa,José Ernesto Sosa,CM,72,72,750000.0,9000.0,38,1985-06-19,182,78,101083.0,Estudiantes,353.0,Liga Profesional,1.0,SUB,7.0,,2022-08-09,2024.0,52,Argentina,,,,Right,4,3,1,Medium/Low,Normal (170-185),No,1100000.0,,"Pinged Pass, Long Ball Pass, First Touch",52.0,65.0,77.0,74.0,64.0,63.0,80,60,52,75,73,72,84,75,71,78,51,53,70,70,75,72,58,60,62,66,69,64,66,80,75,80.0,64,69,65,11,15,13,6,9,,65+2,65+2,65+2,70,69,69,69,70,71+1,71+1,71+1,70+2,72,72,72,70+2,68+2,69+2,69+2,69+2,68+2,66+2,65+2,65+2,65+2,66+2,17+2
143809,/player/143809/muhammet-demir/240002,24.0,2.0,2023-09-22,M. Demir,Muhammet Demir,"ST, CF",69,69,1200000.0,10000.0,31,1992-01-10,180,72,101033.0,Konyaspor,68.0,Super Lig,1.0,RES,9.0,,2022-07-04,2024.0,48,Turkey,,,,Right,4,3,1,High/Low,Normal (170-185),No,2400000.0,,,70.0,70.0,66.0,67.0,37.0,67.0,64,68,71,67,67,64,71,68,63,68,71,69,74,69,78,75,78,66,67,68,66,32,72,69,70,70.0,39,35,17,14,10,12,16,6,,69,69,69,68,69,69,69,68,68+1,68+1,68+1,67+2,64+2,64+2,64+2,67+2,53+2,53+2,53+2,53+2,53+2,50+2,49+2,49+2,49+2,50+2,18+2
144429,/player/144429/oscar-wendt/240002,24.0,2.0,2023-09-22,O. Wendt,Oscar Wendt,LB,67,67,230000.0,1000.0,37,1985-10-24,181,82,319.0,IFK Göteborg,56.0,Allsvenskan,1.0,LB,17.0,,2021-07-15,2023.0,46,Sweden,,,,Left,3,3,1,Medium/Medium,Normal (170-185),No,288000.0,,Anticipate,54.0,61.0,68.0,64.0,67.0,65.0,70,56,64,70,50,62,72,60,67,65,53,54,66,68,69,70,65,62,66,64,68,68,66,66,65,67.0,68,66,65,9,12,10,13,11,,63+2,63+2,63+2,63,64,64,64,63,64+2,64+2,64+2,64+2,66+1,66+1,66+1,64+2,65+2,67,67,67,65+2,65+2,66+1,66+1,66+1,65+2,17+2
146111,/player/146111/mikel-rico-moreno/240002,24.0,2.0,2023-09-22,Mikel Rico,Mikel Rico Moreno,"CM, CDM",70,70,500000.0,4000.0,38,1984-11-04,179,75,100851.0,FC Cartagena,54.0,La Liga 2,2.0,RCM,17.0,,2022-07-01,2024.0,45,Spain,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,800000.0,,,38.0,68.0,66.0,66.0,71.0,72.0,55,67,58,71,53,63,52,63,70,68,42,35,67,75,70,78,63,67,75,65,72,76,69,71,60,74.0,69,73,69,15,7,10,9,9,,66+2,66+2,66+2,63,66,66,66,63,67+2,67+2,67+2,63+2,70,70,70,63+2,66+2,72-2,72-2,72-2,66+2,65+2,70,70,70,65+2,17+2
146296,/player/146296/andres-eduardo-fernandez-moreno/240002,24.0,2.0,2023-09-22,Andrés Fernández,Andrés Eduardo Fernández Moreno,GK,75,75,625000.0,6000.0,36,1986-12-16,187,82,1853.0,Levante,54.0,La Liga 2,2.0,SUB,13.0,,2023-08-18,2024.0,45,Spain,,,,Right,3,1,1,Medium/Medium,Normal (185+),Yes,1000000.0,,,,,,,,,17,13,12,35,13,14,24,12,40,18,58,55,60,70,65,53,72,39,74,12,40,26,14,41,16,56.0,22,14,15,73,71,71,78,77,57.0,30+2,30+2,30+2,29,30,30,30,29,31+2,31+2,31+2,31+2,32+2,32+2,32+2,31+2,30+2,33+2,33+2,33+2,30+2,30+2,31+2,31+2,31+2,30+2,74+1
146439,/player/146439/alvaro-negredo-sanchez/240002,24.0,2.0,2023-09-22,Negredo,Álvaro Negredo Sánchez,ST,75,75,1900000.0,22000.0,37,1985-08-20,186,86,1968.0,Cádiz,53.0,La Liga,1.0,SUB,9.0,,2020-08-04,2024.0,45,Spain,,,,Left,2,3,3,Medium/Low,Stocky (185+),Yes,4000000.0,,"Power Header, Long Ball Pass",50.0,79.0,64.0,70.0,36.0,75.0,43,78,82,73,78,69,63,69,64,72,51,49,64,75,64,83,84,52,85,77,77,28,78,67,77,70.0,33,31,30,11,6,11,7,13,,75,75,75,67,72,72,72,67,70+3,70+3,70+3,65+3,66+3,66+3,66+3,65+3,49+3,54+3,54+3,54+3,49+3,47+3,52+3,52+3,52+3,47+3,17+3
146536,/player/146536/jesus-navas-gonzalez/240002,24.0,2.0,2023-09-22,Jesús Navas,Jesús Navas González,"RB, RM",80,80,4700000.0,22000.0,37,1985-11-21,172,60,481.0,Sevilla,53.0,La Liga,1.0,RB,16.0,,2017-07-28,2024.0,45,Spain,,,,Right,2,4,3,High/Medium,Lean (170-),Yes,9900000.0,,"Whipped Cross, Rapid",82.0,68.0,79.0,80.0,76.0,55.0,85,63,72,81,75,80,82,50,76,81,83,81,81,76,82,74,68,78,35,70,75,77,77,80,56,79.0,76,76,75,10,10,15,7,13,,73+3,73+3,73+3,78,77,77,77,78,78+2,78+2,78+2,79+1,78+2,78+2,78+2,79+1,79+1,76+3,76+3,76+3,79+1,78+2,72+3,72+3,72+3,78+2,18+3
146562,/player/146562/santiago-cazorla-gonzalez/240002,24.0,2.0,2023-09-22,Santi Cazorla,Santiago Cazorla González,"CM, CAM, LM",76,76,2400000.0,9000.0,38,1984-12-13,168,65,110827.0,Real Oviedo,54.0,La Liga 2,2.0,SUB,8.0,,2023-08-16,2024.0,45,Spain,,,,Right,5,4,3,High/Medium,Normal (170-),No,3800000.0,,"Technical, Flair",61.0,74.0,79.0,80.0,66.0,59.0,80,73,60,79,70,80,82,78,77,81,62,61,72,72,88,74,64,58,56,75,67,70,73,78,90,81.0,68,65,58,6,9,5,7,15,,71+3,71+3,71+3,75,75,75,75,75,76,76,76,75+1,75+1,75+1,75+1,75+1,70+3,71+3,71+3,71+3,70+3,68+3,66+3,66+3,66+3,68+3,16+3
146947,/player/146947/mikel-vesga-arruti/240002,24.0,2.0,2023-09-22,Vesga,Mikel Vesga Arruti,CM,78,78,13500000.0,29000.0,30,1993-04-08,191,84,448.0,Athletic Club,53.0,La Liga,1.0,LCM,6.0,,2016-07-01,2024.0,45,Spain,,,,Left,3,3,1,Medium/High,Normal (185+),Yes,28400000.0,#Strength,"Long Ball Pass, Bruiser",47.0,78.0,74.0,67.0,77.0,81.0,63,83,70,80,55,68,60,53,80,74,37,55,47,82,38,78,71,83,87,72,66,80,72,80,78,68.0,77,80,72,12,11,16,6,13,,74+2,74+2,74+2,70,73,73,73,70,73+2,73+2,73+2,71+2,78,78,78,71+2,73+2,79-1,79-1,79-1,73+2,73+2,77+1,77+1,77+1,73+2,19+2
146952,/player/146952/ivan-cuellar-sacristan/240002,24.0,2.0,2023-09-22,Iván Cuéllar,Iván Cuéllar Sacristán,GK,68,68,130000.0,5000.0,39,1984-05-27,187,80,453.0,Mallorca,53.0,La Liga,1.0,SUB,25.0,,2023-08-29,2024.0,45,Spain,,,,Left,3,1,1,Medium/Medium,Normal (185+),Yes,273000.0,,,,,,,,,29,15,13,25,17,14,24,19,28,13,51,40,49,66,42,48,69,38,75,12,33,21,12,49,25,56.0,20,11,15,66,68,64,67,68,47.0,28+2,28+2,28+2,27,27,27,27,27,28+2,28+2,28+2,29+2,28+2,28+2,28+2,29+2,28+2,28+2,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,67+1
148696,/player/148696/espen-ruud/240002,24.0,2.0,2023-09-22,E. Ruud,Espen Ruud,"RWB, RB",67,67,230000.0,1000.0,39,1984-02-26,182,76,1456.0,Odd,41.0,Eliteserien,1.0,RWB,2.0,,2014-12-15,2023.0,36,Norway,,,,Right,3,2,1,High/Medium,Normal (170-185),No,288000.0,,Dead Ball,53.0,64.0,70.0,65.0,63.0,70.0,73,58,61,70,58,62,80,74,68,67,55,52,67,70,64,79,67,70,70,67,72,64,60,67,62,68.0,64,61,61,12,13,12,10,15,,64+2,64+2,64+2,64,64,64,64,64,65+2,65+2,65+2,65+2,67,67,67,65+2,65+2,67,67,67,65+2,64+2,65+2,65+2,65+2,64+2,19+2
150516,/player/150516/lukas-podolski/240002,24.0,2.0,2023-09-22,L. Podolski,Łukasz Józef Podolski,"CF, ST, CAM",72,72,800000.0,6000.0,38,1985-06-04,183,88,420.0,Górnik Zabrze,66.0,Ekstraklasa,1.0,RCM,10.0,,2021-07-08,2025.0,21,Germany,,,,Left,3,3,3,Medium/Low,Normal (170-185),Yes,1100000.0,,"Power Shot, Dead Ball, First Touch, Trivela",49.0,78.0,73.0,71.0,36.0,68.0,70,73,65,74,84,71,74,73,73,75,43,54,58,73,66,90,68,48,76,74,71,36,77,74,77,80.0,30,35,30,10,9,16,9,9,,73-1,73-1,73-1,70,72,72,72,70,72,72,72,69+3,68+3,68+3,68+3,69+3,53+3,56+3,56+3,56+3,53+3,50+3,50+3,50+3,50+3,50+3,17+3
150525,/player/150525/paolo-guerrero/240002,24.0,2.0,2023-09-22,P. Guerrero,José Paolo Guerrero Gonzáles,ST,73,73,1000000.0,750.0,39,1984-01-01,184,86,110986.0,LDU Quito,2018.0,Liga Pro,1.0,ST,24.0,,2023-07-17,2023.0,59,Peru,,,,Right,4,4,3,Medium/Low,Normal (170-185),Yes,2200000.0,,Power Header,53.0,75.0,68.0,70.0,37.0,64.0,68,76,78,71,76,71,66,54,64,74,52,54,52,69,65,77,77,35,72,70,77,36,80,72,76,73.0,44,22,19,11,14,7,11,10,,73,73,73,69,72,72,72,69,70+3,70+3,70+3,68+3,65+3,65+3,65+3,68+3,50+3,53+3,53+3,53+3,50+3,47+3,50+3,50+3,50+3,47+3,18+3
150724,/player/150724/joe-hart/240002,24.0,2.0,2023-09-22,J. Hart,Charles Joseph John Hart,GK,73,73,350000.0,19000.0,36,1987-04-19,196,91,78.0,Celtic,50.0,Premiership,1.0,GK,1.0,,2021-08-03,2024.0,14,England,,,,Right,3,1,2,Medium/Medium,Normal (185+),Yes,630000.0,,Far Throw,,,,,,,14,14,10,35,19,23,17,13,38,22,51,53,52,72,32,50,71,40,76,19,34,25,12,55,30,60.0,16,14,13,70,73,66,73,75,52.0,31+2,31+2,31+2,31,32,32,32,31,34+2,34+2,34+2,33+2,35+2,35+2,35+2,33+2,30+2,33+2,33+2,33+2,30+2,29+2,30+2,30+2,30+2,29+2,72+1
151508,/player/151508/steven-davis/240002,24.0,2.0,2023-09-22,S. Davis,Steven Davis,CM,72,72,,,38,1985-01-01,173,70,,,,,,,,,,,35,Northern Ireland,110081.0,RCM,8.0,Right,3,3,2,Medium/High,Normal (170-185),Yes,,,"Long Ball Pass, Intercept",33.0,63.0,74.0,74.0,71.0,62.0,72,60,64,76,64,73,73,69,72,75,34,33,70,73,78,69,56,60,59,62,72,72,67,73,66,78.0,74,70,69,9,7,13,9,11,,64+2,64+2,64+2,66,67,67,67,66,69+2,69+2,69+2,66+2,72,72,72,66+2,67+2,72,72,72,67+2,66+2,69+2,69+2,69+2,66+2,16+2
152523,/player/152523/scott-flinders/240002,24.0,2.0,2023-09-22,S. Flinders,Scott Liam Flinders,GK,60,60,25000.0,2000.0,37,1986-06-12,193,87,1940.0,Mansfield Town,61.0,League Two,4.0,SUB,13.0,,2022-07-01,2024.0,14,England,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,44000.0,,,,,,,,,13,16,14,40,14,11,16,11,41,18,39,29,42,58,45,47,59,36,66,16,28,27,11,48,23,50.0,13,13,15,61,58,62,59,60,35.0,27+2,27+2,27+2,25,27,27,27,25,30+2,30+2,30+2,27+2,32+2,32+2,32+2,27+2,26+2,31+2,31+2,31+2,26+2,25+2,27+2,27+2,27+2,25+2,59+1
152908,/player/152908/ashley-young/240002,24.0,2.0,2023-09-22,A. Young,Ashley Young,"LB, RB, LM",76,76,1700000.0,25000.0,37,1985-07-09,175,65,7.0,Everton,13.0,Premier League,1.0,LB,18.0,,2023-07-13,2024.0,14,England,,,,Right,3,4,2,High/Medium,Lean (170-185),Yes,3200000.0,,Jockey,65.0,66.0,77.0,75.0,76.0,71.0,78,63,72,78,74,74,82,75,73,76,67,64,70,77,76,71,76,68,68,65,83,75,72,74,60,79.0,78,77,74,16,10,15,16,15,,71+2,71+2,71+2,72,72,72,72,72,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2,74+2,76,76,76,74+2,74+2,75+1,75+1,75+1,74+2,21+2
152912,/player/152912/jose-sand/240002,24.0,2.0,2023-09-22,J. Sand,José Gustavo Sand,ST,70,70,,7000.0,42,1980-07-17,182,86,110395.0,Lanús,353.0,Liga Profesional,1.0,SUB,9.0,,2019-01-21,2023.0,52,Argentina,,,,Right,4,3,1,High/Low,Normal (170-185),No,,,Finesse Shot,45.0,75.0,59.0,64.0,37.0,64.0,49,78,76,64,70,66,63,65,46,68,43,47,34,69,65,72,75,34,75,71,73,33,78,66,81,80.0,45,21,25,11,16,15,9,14,,70,70,70,64,68,68,68,64,65+2,65+2,65+2,61+2,59+2,59+2,59+2,61+2,45+2,49+2,49+2,49+2,45+2,44+2,49+2,49+2,49+2,44+2,19+2
152996,/player/152996/per-ciljan-skjelbred/240002,24.0,2.0,2023-09-22,P. Skjelbred,Per Ciljan Skjelbred,CM,67,67,325000.0,2000.0,36,1987-06-16,178,74,298.0,Rosenborg,41.0,Eliteserien,1.0,SUB,5.0,,2020-06-30,2023.0,36,Norway,,,,Right,3,3,1,Medium/Medium,Lean (170-185),Yes,406000.0,,Slide Tackle,52.0,53.0,66.0,68.0,65.0,63.0,61,50,50,69,48,66,64,60,67,68,54,51,70,72,72,57,55,64,58,54,76,67,65,67,57,72.0,67,66,63,7,13,11,6,7,,59+2,59+2,59+2,63,63,63,63,63,65+2,65+2,65+2,64+2,67,67,67,64+2,65+2,67,67,67,65+2,64+2,64+2,64+2,64+2,64+2,15+2
153048,/player/153048/magnus-wolff-eikrem/240002,24.0,2.0,2023-09-22,M. Eikrem,Magnus Wolff Eikrem,"CAM, ST",74,74,3300000.0,7000.0,32,1990-08-08,184,69,417.0,Molde,41.0,Eliteserien,1.0,CAM,7.0,,2018-07-25,2025.0,36,Norway,,,,Right,4,3,1,Medium/Low,Lean (170-185),No,4100000.0,,"Dead Ball, Pinged Pass, Trivela",64.0,71.0,76.0,74.0,33.0,48.0,72,71,35,78,74,72,82,71,72,75,62,65,82,75,70,69,42,58,44,75,45,38,76,77,61,76.0,32,28,42,12,9,10,8,15,,67+2,67+2,67+2,73,72,72,72,73,74,74,74,72+2,70+2,70+2,70+2,72+2,57+2,55+2,55+2,55+2,57+2,53+2,43+2,43+2,43+2,53+2,18+2
153060,/player/153060/juan-manuel-insaurralde/240002,24.0,2.0,2023-09-22,J. Insaurralde,Juan Manuel Insaurralde,CB,72,72,425000.0,6000.0,38,1984-10-03,188,87,112713.0,Sarmiento,353.0,Liga Profesional,1.0,CB,2.0,,2023-01-03,2023.0,52,Argentina,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,616000.0,,Aerial,55.0,53.0,57.0,58.0,71.0,80.0,47,42,78,66,51,55,52,30,67,60,60,50,60,66,45,78,85,70,83,52,82,69,57,54,44,71.0,70,70,71,11,10,13,6,13,,61+2,61+2,61+2,56,58,58,58,56,58+2,58+2,58+2,58+2,62+2,62+2,62+2,58+2,64+2,68+2,68+2,68+2,64+2,65+2,72,72,72,65+2,16+2
153275,/player/153275/jean-louis-leca/240002,24.0,2.0,2023-09-22,J. Leca,Jean-Louis Leca,GK,72,72,250000.0,11000.0,37,1985-09-21,180,75,64.0,Lens,16.0,Ligue 1,1.0,SUB,16.0,,2018-07-01,2024.0,18,France,,,,Right,3,1,2,Medium/Medium,Stocky (170-185),No,475000.0,,,,,,,,,12,11,13,33,11,13,13,12,37,25,41,41,40,73,45,56,63,24,68,13,45,22,11,27,14,60.0,18,14,15,70,70,74,71,72,41.0,29+2,29+2,29+2,26,28,28,28,26,28+2,28+2,28+2,27+2,29+2,29+2,29+2,27+2,26+2,31+2,31+2,31+2,26+2,26+2,30+2,30+2,30+2,26+2,71+1
155355,/player/155355/chung-yong-lee/240002,24.0,2.0,2023-09-22,Lee Chung Yong,이청용 李青龙,"LM, RM, CAM",70,70,750000.0,7000.0,34,1988-07-02,180,70,1473.0,Ulsan,83.0,K League 1,1.0,SUB,27.0,,2020-03-04,2024.0,167,Korea Republic,,,,Right,4,4,2,High/Medium,Lean (170-185),Yes,975000.0,,"Pinged Pass, Incisive Pass, Tiki Taka, Technical, First Touch",70.0,56.0,73.0,73.0,52.0,55.0,68,56,55,75,61,71,67,69,71,75,71,69,84,62,75,53,57,51,55,55,59,59,68,76,63,75.0,56,46,42,6,7,7,8,7,,63+2,63+2,63+2,69,68,68,68,69,71-1,71-1,71-1,69+1,68+2,68+2,68+2,69+1,61+2,62+2,62+2,62+2,61+2,59+2,56+2,56+2,56+2,59+2,13+2
155463,/player/155463/valerica-gaman/240002,24.0,2.0,2023-09-22,V. Găman,Valerică Marius Găman,CB,66,66,275000.0,2000.0,34,1989-02-25,191,83,114147.0,Hermannstadt,330.0,Liga 1,1.0,RCB,27.0,,2023-07-01,2024.0,39,Romania,,,,Right,3,2,1,Low/Medium,Lean (185+),No,371000.0,,"Power Header, Long Ball Pass, Slide Tackle",53.0,57.0,57.0,52.0,66.0,69.0,47,59,70,67,36,45,40,47,62,58,53,53,53,63,56,63,71,62,73,51,66,64,57,52,66,62.0,66,67,65,10,13,12,8,10,,59+2,59+2,59+2,55,57,57,57,55,57+2,57+2,57+2,56+2,59+2,59+2,59+2,56+2,60+2,64+2,64+2,64+2,60+2,62+2,66,66,66,62+2,16+2
155862,/player/155862/sergio-ramos-garcia/240002,24.0,2.0,2023-09-22,Sergio Ramos,Sergio Ramos García,CB,83,83,6500000.0,28000.0,37,1986-03-30,184,82,481.0,Sevilla,53.0,La Liga,1.0,RCB,4.0,,2023-09-04,2024.0,45,Spain,,,,Right,3,3,4,High/Medium,Unique,Yes,13700000.0,,"Power Header, Bruiser, Aerial",57.0,69.0,73.0,70.0,83.0,76.0,63,65,88,78,69,63,72,75,80,78,65,51,66,85,66,79,87,54,81,64,90,84,69,71,90,86.0,82,82,83,11,8,9,7,11,,73+3,73+3,73+3,69,71,71,71,69,72+3,72+3,72+3,69+3,75+3,75+3,75+3,69+3,73+3,80+3,80+3,80+3,73+3,75+3,83,83,83,75+3,18+3
155871,/player/155871/bartosz-bialkowski/240002,24.0,2.0,2023-09-22,B. Białkowski,Bartosz Białkowski,GK,68,68,130000.0,6000.0,35,1987-07-06,194,86,97.0,Millwall,14.0,Championship,2.0,SUB,33.0,,2020-01-27,2025.0,37,Poland,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,247000.0,,,,,,,,,11,13,12,47,12,14,11,12,52,18,42,40,44,68,49,50,62,39,69,11,27,19,10,57,17,61.0,9,15,14,66,68,67,68,67,41.0,28+2,28+2,28+2,27,30,30,30,27,33+2,33+2,33+2,31+2,36+2,36+2,36+2,31+2,27+2,33+2,33+2,33+2,27+2,26+2,27+2,27+2,27+2,26+2,67+1
155887,/player/155887/michael-bradley/240002,24.0,2.0,2023-09-22,M. Bradley,Michael Bradley,"CDM, CM, CB",68,68,350000.0,2000.0,35,1987-07-31,185,87,111651.0,Toronto,39.0,Major League Soccer,1.0,LCB,4.0,,2014-01-10,2023.0,95,United States,,,,Right,3,2,2,Medium/Medium,Normal (185+),Yes,508000.0,,Long Ball Pass,36.0,60.0,69.0,64.0,62.0,73.0,69,54,58,72,66,67,74,63,72,70,40,32,36,62,60,71,62,79,73,62,69,65,48,64,58,72.0,62,62,61,7,14,16,16,16,,59+2,59+2,59+2,59,60,60,60,59,62+2,62+2,62+2,62+2,67+1,67+1,67+1,62+2,64+2,67+1,67+1,67+1,64+2,62+2,64+2,64+2,64+2,62+2,19+2
156221,/player/156221/cristian-sapunaru/240002,24.0,2.0,2023-09-22,C. Săpunaru,Ionuț Cristian Săpunaru,CB,67,67,180000.0,3000.0,39,1984-04-05,187,81,310.0,Rapid Bucuresti,330.0,Liga 1,1.0,RCB,22.0,,2021-07-04,2024.0,39,Romania,,,,Right,3,2,1,Medium/High,Normal (185+),No,243000.0,,"Slide Tackle, Bruiser, Long Throw",41.0,62.0,64.0,58.0,66.0,76.0,58,58,66,66,53,56,65,63,65,62,44,39,50,62,57,68,69,68,76,65,86,63,63,64,73,63.0,68,67,61,8,13,16,12,8,,61+2,61+2,61+2,58,60,60,60,58,60+2,60+2,60+2,59+2,64+2,64+2,64+2,59+2,61+2,66+1,66+1,66+1,61+2,61+2,67,67,67,61+2,16+2
156437,/player/156437/philipp-pentke/240002,24.0,2.0,2023-09-22,P. Pentke,Philipp Pentke,GK,66,66,90000.0,4000.0,38,1985-05-01,191,84,31.0,FC Köln,19.0,Bundesliga,1.0,SUB,20.0,,2023-08-01,2024.0,21,Germany,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,162000.0,,,,,,,,,23,10,30,30,18,25,13,22,22,30,28,36,33,62,34,47,67,40,75,17,38,15,12,42,25,63.0,17,22,13,65,66,62,66,67,31.0,30+2,30+2,30+2,28,29,29,29,28,29+2,29+2,29+2,29+2,30+2,30+2,30+2,29+2,28+2,30+2,30+2,30+2,28+2,27+2,31+2,31+2,31+2,27+2,65+1
156464,/player/156464/richard-wood/240002,24.0,2.0,2023-09-22,R. Wood,Richard Mark Wood,CB,66,66,150000.0,4000.0,37,1985-07-05,191,82,142.0,Doncaster Rovers,61.0,League Two,4.0,LCB,6.0,,2023-07-01,2024.0,14,England,,,,Left,3,2,1,Medium/High,Normal (185+),No,263000.0,,Power Header,31.0,35.0,46.0,42.0,66.0,68.0,40,35,67,53,27,36,22,26,43,50,30,31,29,64,34,45,68,35,85,24,66,65,40,52,40,64.0,67,65,63,7,14,10,6,10,,46+2,46+2,46+2,42,44,44,44,42,44+2,44+2,44+2,43+2,49+2,49+2,49+2,43+2,52+2,58+2,58+2,58+2,52+2,54+2,66,66,66,54+2,15+2
156519,/player/156519/hector-herrera/240002,24.0,2.0,2023-09-22,H. Herrera,Héctor Miguel Herrera López,"CM, CDM",78,78,8500000.0,11000.0,33,1990-04-19,185,78,698.0,Houston Dynamo,39.0,Major League Soccer,1.0,LDM,16.0,,2022-07-07,2024.0,83,Mexico,1386.0,RCM,16.0,Right,4,3,3,Medium/Medium,Normal (185+),Yes,12300000.0,,"Pinged Pass, Press Proven, Relentless",64.0,74.0,74.0,74.0,75.0,81.0,64,71,60,80,60,75,68,67,79,76,63,64,66,77,66,80,74,83,80,77,82,77,77,75,66,76.0,77,78,66,6,10,15,7,16,,73+3,73+3,73+3,73,74,74,74,73,75+3,75+3,75+3,74+3,78,78,78,74+3,74+3,78,78,78,74+3,73+3,75+3,75+3,75+3,73+3,17+3
156593,/player/156593/tomasz-foszmanczyk/240002,24.0,2.0,2023-09-22,T. Foszmańczyk,Tomasz Foszmańczyk,"CAM, RM",63,63,160000.0,1000.0,37,1986-02-07,169,65,874.0,Ruch Chorzów,66.0,Ekstraklasa,1.0,SUB,10.0,,2019-03-27,2024.0,37,Poland,,,,Left,3,3,1,Medium/Low,Normal (170-),No,216000.0,,Technical,56.0,58.0,64.0,66.0,44.0,58.0,56,54,53,70,56,66,63,52,63,68,54,58,63,45,80,64,52,72,52,62,58,59,64,65,49,64.0,42,38,33,10,9,12,12,16,,59+2,59+2,59+2,61,62,62,62,61,63,63,63,62+1,63,63,63,62+1,55+2,56+2,56+2,56+2,55+2,52+2,49+2,49+2,49+2,52+2,15+2
156675,/player/156675/andrew-considine/240002,24.0,2.0,2023-09-22,A. Considine,Andrew Considine,CB,67,67,180000.0,2000.0,36,1987-04-01,183,75,100804.0,St. Johnstone,50.0,Premiership,1.0,SUB,4.0,,2022-06-16,2024.0,42,Scotland,,,,Left,3,2,1,Medium/High,Normal (170-185),No,315000.0,,"Power Header, Block, Long Throw",33.0,31.0,56.0,59.0,67.0,75.0,64,25,67,62,30,61,51,52,57,63,33,33,40,56,66,42,68,71,81,33,68,64,25,40,38,60.0,67,69,68,8,15,12,11,10,,45+2,45+2,45+2,48,46,46,46,48,48+2,48+2,48+2,51+2,55+2,55+2,55+2,51+2,62+2,64+2,64+2,64+2,62+2,61+2,67,67,67,61+2,16+2
156894,/player/156894/darren-pratley/240002,24.0,2.0,2023-09-22,D. Pratley,Darren Antony Pratley,CDM,62,62,80000.0,1000.0,38,1985-04-22,185,81,1958.0,Leyton Orient,60.0,League One,3.0,SUB,18.0,,2021-07-01,2024.0,14,England,,,,Right,2,2,1,Low/Medium,Normal (185+),No,140000.0,,,33.0,57.0,60.0,55.0,60.0,64.0,60,56,59,63,59,54,61,52,60,58,34,32,47,62,50,60,56,61,65,56,68,61,56,57,59,66.0,59,61,59,8,12,11,16,12,,56+2,56+2,56+2,54,55,55,55,54,56+2,56+2,56+2,55+2,59+2,59+2,59+2,55+2,57+2,61+1,61+1,61+1,57+2,57+2,61+1,61+1,61+1,57+2,17+2
157481,/player/157481/raul-albiol-tortajada/240002,24.0,2.0,2023-09-22,Raúl Albiol,Raúl Albiol Tortajada,CB,81,81,4600000.0,27000.0,37,1985-09-04,190,82,483.0,Villarreal,53.0,La Liga,1.0,RCB,3.0,,2019-07-04,2024.0,45,Spain,,,,Right,3,2,3,Low/High,Lean (185+),Yes,9700000.0,#Tactician ,"Long Ball Pass, Slide Tackle",36.0,41.0,62.0,63.0,85.0,68.0,38,27,77,74,31,59,53,45,72,72,39,33,44,83,50,65,74,33,79,53,83,86,30,64,37,75.0,87,85,84,8,6,5,9,8,,54+3,54+3,54+3,53,56,56,56,53,59+3,59+3,59+3,54+3,66+3,66+3,66+3,54+3,66+3,77+3,77+3,77+3,66+3,69+3,81,81,81,69+3,16+3
